ev_tipi,oda_sayisi,buyukluk,bina_yasi,kat,il,semt,fiyat
Daire,2 + 1,110.0,10.0,8. Kat,Istanbul,Ataşehir,25000.0
Daire,2 + 1,80.0,25.0,Ara Kat,Istanbul,Bağcılar,7150.0
Daire,2 + 1,97.0,3.0,9. Kat,Istanbul,Kadıköy,27250.0
Daire,Stüdyo,45.0,9.0,2. Kat,Istanbul,Ataşehir,7500.0
Daire,3 + 1,135.0,48.0,8. Kat,Istanbul,Şişli,32000.0
Daire,3 + 1,100.0,30.0,1. Kat,Istanbul,Kadıköy,16500.0
Daire,2 + 1,80.0,35.0,1. Kat,Istanbul,Fatih,8000.0
Daire,3 + 1,160.0,29.0,7. Kat,Istanbul,Gaziosmanpaşa,20000.0
Residence,2 + 1,105.0,0.0,15. Kat,Istanbul,Ümraniye,17000.0
Daire,1 + 1,56.0,28.0,4. Kat,Istanbul,Küçükçekmece,9000.0
Daire,3 + 1,140.0,40.0,3. Kat,Istanbul,Şişli,19000.0
Daire,2 + 1,95.0,35.0,7. Kat,Istanbul,Bahçelievler,9000.0
Daire,3 + 1,120.0,6.0,1. Kat,Istanbul,Esenyurt,8000.0
Villa,4 + 1,450.0,17.0,,Istanbul,Sarıyer,80000.0
Daire,3 + 1,200.0,26.0,2. Kat,Istanbul,Kartal,20000.0
Daire,2 + 1,85.0,50.0,2. Kat,Istanbul,Beyoğlu,30000.0
Daire,7 + 2,750.0,1.0,Çatı Katı,Istanbul,Sarıyer,370000.0
Villa,12 + 2,800.0,25.0,,Istanbul,Bakırköy,380000.0
Residence,2 + 1,116.0,4.0,10. Kat,Istanbul,Sarıyer,40000.0
Residence,5 + 1,240.0,0.0,21 ve üzeri,Istanbul,Şişli,115000.0
Bina,2 + 1,85.0,4.0,,Istanbul,Beşiktaş,27700.0
Daire,3 + 1,130.0,36.0,3. Kat,Istanbul,Bahçelievler,15000.0
Daire,3 + 1,140.0,30.0,3. Kat,Istanbul,Kadıköy,25000.0
Daire,2 + 1,90.0,6.0,8. Kat,Istanbul,Sultangazi,20000.0
Daire,2 + 1,134.0,2.0,1. Kat,Istanbul,Beykoz,35000.0
Daire,5 + 1,270.0,15.0,1. Kat,Istanbul,Kadıköy,100000.0
Daire,5 + 1,320.0,26.0,6. Kat,Istanbul,Beşiktaş,120000.0
Daire,2 + 1,90.0,15.0,2. Kat,Istanbul,Şişli,11000.0
Müstakil Ev,2 + 1,90.0,20.0,,Istanbul,Sarıyer,8500.0
Daire,2 + 1,80.0,45.0,3. Kat,Istanbul,Şişli,15000.0
Daire,3 + 1,160.0,4.0,7. Kat,Istanbul,Kadıköy,65000.0
Daire,3 + 1,140.0,20.0,2. Kat,Istanbul,Sarıyer,25000.0
Daire,2 + 1,100.0,31.0,7. Kat,Istanbul,Şişli,25000.0
Daire,3 + 1,120.0,30.0,2. Kat,Istanbul,Kağıthane,9500.0
Daire,2 + 1,70.0,35.0,Giriş Katı,Istanbul,Kartal,7500.0
Daire,2 + 1,85.0,19.0,4. Kat,Istanbul,Şişli,10000.0
Yazlık,1 + 1,60.0,30.0,Ara Kat,Istanbul,Büyükçekmece,40000.0
Daire,3 + 1,160.0,25.0,Giriş Katı,Istanbul,Bakırköy,27000.0
Daire,3 + 1,125.0,25.0,2. Kat,Istanbul,Küçükçekmece,15000.0
Residence,1 + 1,65.0,5.0,8. Kat,Istanbul,Kağıthane,20000.0
Daire,4 + 2,260.0,8.0,10. Kat,Istanbul,Beşiktaş,50000.0
Daire,1 + 1,71.0,4.0,5. Kat,Istanbul,Sancaktepe,16000.0
Daire,1 + 1,85.0,6.0,4. Kat,Istanbul,Sarıyer,27000.0
Daire,1 + 1,95.0,11.0,3. Kat,Istanbul,Esenyurt,6000.0
Daire,3 + 1,170.0,1.0,10. Kat,Istanbul,Başakşehir,20000.0
Daire,2 + 1,100.0,26.0,Giriş Katı,Istanbul,Bakırköy,18500.0
Daire,3 + 1,130.0,30.0,4. Kat,Istanbul,Sarıyer,55000.0
Daire,3 + 1,90.0,4.0,1. Kat,Istanbul,Maltepe,25000.0
Daire,3 + 2,140.0,0.0,4. Kat,Istanbul,Bahçelievler,28000.0
Daire,4 + 1,225.0,20.0,4. Kat,Istanbul,Beşiktaş,55000.0
Daire,3 + 1,115.0,20.0,2. Kat,Istanbul,Kartal,11500.0
Daire,2 + 1,101.0,2.0,5. Kat,Istanbul,Kağıthane,37000.0
Daire,2 + 1,85.0,0.0,2. Kat,Istanbul,Üsküdar,21000.0
Daire,2 + 1,90.0,12.0,2. Kat,Istanbul,Şişli,10500.0
Daire,2 + 1,110.0,31.0,4. Kat,Istanbul,Şişli,12500.0
Daire,3 + 1,165.0,35.0,5. Kat,Istanbul,Şişli,15500.0
Daire,4 + 1,220.0,21.0,3. Kat,Istanbul,Beşiktaş,100000.0
Daire,3 + 1,110.0,30.0,Bahçe Katı,Istanbul,Üsküdar,7500.0
Daire,2 + 1,110.0,30.0,1. Kat,Istanbul,Şişli,20000.0
Daire,2 + 1,95.0,7.0,7. Kat,Istanbul,Esenyurt,10000.0
Daire,2 + 1,100.0,35.0,2. Kat,Istanbul,Üsküdar,12500.0
Daire,5 + 2,240.0,10.0,3. Kat,Istanbul,Fatih,28000.0
Daire,2 + 1,110.0,9.0,7. Kat,Istanbul,Esenyurt,13000.0
Daire,3 + 1,120.0,50.0,3. Kat,Istanbul,Beşiktaş,30000.0
Daire,2 + 1,100.0,0.0,Ara Kat,Istanbul,Avcılar,12000.0
Daire,2 + 1,100.0,4.0,Bahçe Katı,Istanbul,Şişli,20000.0
Daire,3 + 1,120.0,30.0,3. Kat,Istanbul,Beşiktaş,35000.0
Daire,2 + 1,85.0,30.0,2. Kat,Istanbul,Bahçelievler,7000.0
Daire,2 + 1,110.0,30.0,Yüksek Giriş,Istanbul,Bahçelievler,10000.0
Daire,3 + 1,115.0,35.0,1. Kat,Istanbul,Kadıköy,14000.0
Daire,2 + 1,120.0,10.0,En Üst Kat,Istanbul,Ataşehir,12500.0
Daire,1 + 1,75.0,7.0,8. Kat,Istanbul,Küçükçekmece,15000.0
Residence,1 + 1,80.0,0.0,4. Kat,Istanbul,Beşiktaş,45000.0
Daire,2 + 1,98.0,35.0,1. Kat,Istanbul,Kadıköy,13000.0
Residence,1 + 1,70.0,1.0,9. Kat,Istanbul,Bağcılar,10000.0
Daire,3 + 1,273.0,1.0,Bahçe Katı,Istanbul,Eyüpsultan,80000.0
Residence,2 + 1,120.0,3.0,21 ve üzeri,Istanbul,Sarıyer,40000.0
Daire,1 + 1,60.0,15.0,3. Kat,Istanbul,Beşiktaş,20000.0
Daire,1 + 1,70.0,30.0,3. Kat,Istanbul,Fatih,10000.0
Daire,3 + 1,130.0,25.0,1. Kat,Istanbul,Sarıyer,13500.0
Daire,2 + 1,95.0,35.0,2. Kat,Istanbul,Üsküdar,12000.0
Daire,4 + 1,280.0,35.0,2. Kat,Istanbul,Şişli,68000.0
Residence,2 + 1,168.0,10.0,2. Kat,Istanbul,Şişli,40000.0
Daire,3 + 1,142.0,1.0,3. Kat,Istanbul,Beylikdüzü,12000.0
Daire,1 + 1,65.0,15.0,1. Kat,Istanbul,Büyükçekmece,11000.0
Daire,3 + 1,150.0,26.0,1. Kat,Istanbul,Beşiktaş,36500.0
Daire,1 + 1,60.0,3.0,2. Kat,Istanbul,Kağıthane,12500.0
Daire,2 + 1,115.0,7.0,11. Kat,Istanbul,Kadıköy,45000.0
Daire,2 + 1,55.0,5.0,Yüksek Giriş,Istanbul,Kağıthane,10000.0
Daire,2 + 1,120.0,31.0,6. Kat,Istanbul,Beşiktaş,19000.0
Daire,3 + 1,145.0,39.0,3. Kat,Istanbul,Tuzla,9000.0
Villa,5 + 2,720.0,25.0,,Istanbul,Üsküdar,200000.0
Daire,1 + 1,120.0,2.0,Yüksek Giriş,Istanbul,Beyoğlu,99.0
Daire,3 + 1,185.0,30.0,En Üst Kat,Istanbul,Bakırköy,55000.0
Daire,2 + 1,95.0,3.0,1. Kat,Istanbul,Küçükçekmece,10000.0
Daire,1 + 1,70.0,5.0,Giriş Katı,Istanbul,Tuzla,7500.0
Residence,1 + 1,68.0,0.0,6. Kat,Istanbul,Kağıthane,17000.0
Daire,2 + 1,100.0,40.0,2. Kat,Istanbul,Fatih,12000.0
Daire,1 + 1,65.0,25.0,1. Kat,Istanbul,Kağıthane,7100.0
Daire,3 + 1,115.0,30.0,1. Kat,Istanbul,Kadıköy,17000.0
Daire,2 + 1,90.0,23.0,4. Kat,Istanbul,Şişli,14000.0
Daire,2 + 1,95.0,30.0,Bahçe Katı,Istanbul,Bakırköy,21000.0
Daire,3 + 1,115.0,34.0,2. Kat,Istanbul,Bahçelievler,7500.0
Daire,2 + 1,120.0,50.0,Yarı Bodrum,Istanbul,Şişli,35000.0
Daire,2 + 1,75.0,6.0,Kot 1,Istanbul,Kağıthane,10000.0
Daire,4 + 1,220.0,30.0,4. Kat,Istanbul,Kadıköy,24750.0
Daire,2 + 1,125.0,4.0,3. Kat,Istanbul,Eyüpsultan,32000.0
Daire,Stüdyo,45.0,5.0,2. Kat,Istanbul,Maltepe,9350.0
Daire,2 + 1,95.0,25.0,1. Kat,Istanbul,Şişli,18000.0
Residence,1 + 1,65.0,4.0,6. Kat,Istanbul,Şişli,22000.0
Daire,1 + 1,60.0,5.0,Yüksek Giriş,Istanbul,Maltepe,10000.0
Daire,3 + 1,130.0,8.0,Ara Kat,Istanbul,Başakşehir,23000.0
Daire,2 + 1,100.0,0.0,Bahçe Katı,Istanbul,Esenyurt,6400.0
Daire,4 + 1,210.0,31.0,1. Kat,Istanbul,Bakırköy,40000.0
Daire,2 + 1,105.0,3.0,1. Kat,Istanbul,Beylikdüzü,13750.0
Daire,2 + 1,100.0,40.0,4. Kat,Istanbul,Beşiktaş,20000.0
Daire,2 + 1,95.0,45.0,3. Kat,Istanbul,Şişli,14000.0
Daire,2 + 1,75.0,35.0,1. Kat,Istanbul,Beşiktaş,12000.0
Daire,2 + 1,100.0,30.0,1. Kat,Istanbul,Beşiktaş,30000.0
Daire,2 + 1,80.0,36.0,Giriş Katı,Istanbul,Bakırköy,8750.0
Villa,5 + 2,500.0,0.0,Bahçe Katı,Istanbul,Sarıyer,100000.0
Daire,1 + 1,67.0,8.0,2. Kat,Istanbul,Beşiktaş,12500.0
Daire,3 + 1,135.0,0.0,2. Kat,Istanbul,Beykoz,55000.0
Daire,2 + 1,85.0,8.0,En Üst Kat,Istanbul,Şile,105000.0
Daire,2 + 1,90.0,15.0,Yüksek Giriş,Istanbul,Kağıthane,13500.0
Daire,1 + 1,84.0,5.0,14. Kat,Istanbul,Küçükçekmece,20000.0
Daire,2 + 1,100.0,40.0,1. Kat,Istanbul,Fatih,13000.0
Daire,3 + 1,120.0,25.0,2. Kat,Istanbul,Bakırköy,11500.0
Daire,2 + 1,90.0,30.0,1. Kat,Istanbul,Fatih,13000.0
Daire,1 + 1,60.0,25.0,Giriş Katı,Istanbul,Kağıthane,8000.0
Residence,3 + 1,130.0,1.0,7. Kat,Istanbul,Kağıthane,35000.0
Daire,1 + 1,70.0,5.0,11. Kat,Istanbul,Maltepe,16500.0
Daire,2 + 1,100.0,0.0,14. Kat,Istanbul,Ümraniye,22000.0
Daire,3 + 1,130.0,50.0,6. Kat,Istanbul,Bakırköy,20000.0
Daire,3 + 1,130.0,25.0,Ara Kat,Istanbul,Şişli,13900.0
Daire,3 + 1,130.0,45.0,3. Kat,Istanbul,Şişli,13500.0
Daire,3 + 1,130.0,30.0,8. Kat,Istanbul,Beylikdüzü,10000.0
Daire,2 + 1,80.0,0.0,1. Kat,Istanbul,Şişli,25000.0
Daire,2 + 1,110.0,30.0,En Üst Kat,Istanbul,Şişli,15000.0
Daire,5 + 2,240.0,30.0,2. Kat,Istanbul,Şişli,30000.0
Daire,5 + 1,275.0,40.0,2. Kat,Istanbul,Beşiktaş,50000.0
Daire,3 + 1,160.0,10.0,8. Kat,Istanbul,Şişli,20000.0
Daire,1 + 1,95.0,8.0,5. Kat,Istanbul,Beylikdüzü,7500.0
Villa,5 + 1,331.0,2.0,,Istanbul,Beylikdüzü,65000.0
Daire,2 + 1,85.0,4.0,2. Kat,Istanbul,Kağıthane,15000.0
Daire,2 + 1,60.0,25.0,Kot 1,Istanbul,Şişli,11000.0
Daire,Stüdyo,79.0,5.0,20. Kat,Istanbul,Ataşehir,25000.0
Daire,2 + 1,100.0,31.0,Bahçe Katı,Istanbul,Sarıyer,35000.0
Residence,3 + 1,128.0,6.0,17. Kat,Istanbul,Sarıyer,45000.0
Daire,1 + 1,90.0,9.0,4. Kat,Istanbul,Beylikdüzü,14000.0
Villa,6 + 1,500.0,30.0,,Istanbul,Beşiktaş,100000.0
Daire,2 + 1,90.0,35.0,1. Kat,Istanbul,Kadıköy,14000.0
Daire,2 + 1,130.0,25.0,4. Kat,Istanbul,Şişli,15000.0
Residence,3 + 1,360.0,16.0,21 ve üzeri,Istanbul,Beşiktaş,120000.0
Daire,2 + 1,100.0,35.0,6. Kat,Istanbul,Şişli,15000.0
Daire,2 + 1,95.0,25.0,3. Kat,Istanbul,Sarıyer,14500.0
Daire,2 + 1,90.0,0.0,5. Kat,Istanbul,Kadıköy,38000.0
Daire,2 + 1,100.0,0.0,1. Kat,Istanbul,Esenyurt,6750.0
Daire,3 + 1,110.0,0.0,2. Kat,Istanbul,Fatih,17000.0
Daire,2 + 1,115.0,10.0,4. Kat,Istanbul,Beşiktaş,48500.0
Daire,2 + 1,90.0,9.0,Bahçe Katı,Istanbul,Ataşehir,12250.0
Daire,3 + 1,145.0,14.0,4. Kat,Istanbul,Beylikdüzü,11000.0
Daire,1 + 1,55.0,16.0,3. Kat,Istanbul,Şişli,14950.0
Daire,1 + 1,60.0,2.0,2. Kat,Istanbul,Şişli,24000.0
Daire,3 + 2,200.0,35.0,2. Kat,Istanbul,Beyoğlu,25000.0
Daire,4 + 1,160.0,30.0,3. Kat,Istanbul,Kadıköy,30000.0
Daire,2 + 1,100.0,31.0,Kot 1,Istanbul,Beyoğlu,15000.0
Daire,3 + 1,160.0,1.0,2. Kat,Istanbul,Beylikdüzü,15500.0
Daire,3 + 1,130.0,6.0,Kot 2,Istanbul,Beylikdüzü,20000.0
Daire,4 + 1,140.0,25.0,Giriş Katı,Istanbul,Üsküdar,2500.0
Residence,1 + 1,42.0,5.0,21 ve üzeri,Istanbul,Kartal,12000.0
Daire,2 + 1,120.0,30.0,3. Kat,Istanbul,Beşiktaş,28000.0
Daire,2 + 1,90.0,30.0,2. Kat,Istanbul,Beşiktaş,20000.0
Daire,2 + 1,85.0,23.0,Yüksek Giriş,Istanbul,Şişli,14000.0
Daire,3 + 1,150.0,35.0,7. Kat,Istanbul,Ataşehir,22000.0
Daire,2 + 1,120.0,35.0,1. Kat,Istanbul,Kadıköy,13000.0
Daire,2 + 1,139.0,0.0,6. Kat,Istanbul,Kağıthane,30000.0
Daire,2 + 1,80.0,5.0,Bahçe Katı,Istanbul,Kağıthane,8000.0
Daire,2 + 1,90.0,30.0,3. Kat,Istanbul,Şişli,18000.0
Daire,1 + 1,80.0,41.0,2. Kat,Istanbul,Şişli,25000.0
Daire,4 + 1,200.0,50.0,4. Kat,Istanbul,Şişli,33000.0
Daire,2 + 1,100.0,26.0,3. Kat,Istanbul,Şişli,35000.0
Daire,1 + 1,120.0,0.0,6. Kat,Istanbul,Şişli,47000.0
Residence,3 + 1,242.0,1.0,15. Kat,Istanbul,Beşiktaş,100000.0
Daire,2 + 1,80.0,5.0,12. Kat,Istanbul,Başakşehir,8000.0
Daire,1 + 1,41.0,3.0,8. Kat,Istanbul,Kartal,10500.0
Daire,1 + 1,62.0,5.0,2. Kat,Istanbul,Zeytinburnu,13000.0
Daire,3 + 1,140.0,45.0,7. Kat,Istanbul,Beşiktaş,30000.0
Daire,1 + 1,83.0,2.0,7. Kat,Istanbul,Bağcılar,14000.0
Daire,2 + 1,107.0,25.0,4. Kat,Istanbul,Kartal,10700.0
Daire,4 + 1,160.0,27.0,3. Kat,Istanbul,Güngören,11000.0
Daire,5 + 1,278.0,26.0,4. Kat,Istanbul,Sarıyer,33000.0
Residence,1 + 1,55.0,8.0,5. Kat,Istanbul,Şişli,24000.0
Daire,3 + 1,150.0,16.0,21 ve üzeri,Istanbul,Kadıköy,30000.0
Daire,2 + 1,120.0,1.0,Ara Kat,Istanbul,Esenyurt,8000.0
Daire,2 + 1,85.0,35.0,4. Kat,Istanbul,Fatih,8000.0
Daire,6 + 1,300.0,30.0,3. Kat,Istanbul,Beşiktaş,110000.0
Daire,2 + 1,90.0,1.0,10. Kat,Istanbul,Beşiktaş,21000.0
Daire,2 + 1,110.0,0.0,4. Kat,Istanbul,Avcılar,12500.0
Daire,2 + 1,80.0,4.0,Bahçe Katı,Istanbul,Bakırköy,12500.0
Daire,2 + 1,85.0,16.0,Yarı Bodrum,Istanbul,Şişli,14000.0
Daire,Stüdyo,55.0,26.0,3. Kat,Istanbul,Kadıköy,8000.0
Residence,4 + 1,230.0,8.0,21 ve üzeri,Istanbul,Beşiktaş,195000.0
Daire,1 + 1,70.0,26.0,Yarı Bodrum,Istanbul,Beyoğlu,7750.0
Daire,1 + 1,41.0,40.0,7. Kat,Istanbul,Bakırköy,11000.0
Daire,1 + 1,110.0,35.0,2. Kat,Istanbul,Maltepe,10000.0
Residence,3 + 1,130.0,6.0,13. Kat,Istanbul,Sarıyer,35000.0
Daire,2 + 1,80.0,29.0,Bahçe Katı,Istanbul,Beşiktaş,22500.0
Villa,6 + 2,400.0,10.0,,Istanbul,Sarıyer,95000.0
Daire,3 + 1,150.0,40.0,1. Kat,Istanbul,Beşiktaş,46000.0
Daire,2 + 1,100.0,35.0,3. Kat,Istanbul,Üsküdar,14500.0
Daire,3 + 1,100.0,23.0,5. Kat,Istanbul,Şişli,12000.0
Residence,3 + 1,270.0,5.0,12. Kat,Istanbul,Kağıthane,115000.0
Daire,3 + 1,120.0,31.0,Kot 1,Istanbul,Beşiktaş,26000.0
Daire,3 + 1,175.0,26.0,3. Kat,Istanbul,Beşiktaş,67000.0
Daire,1 + 1,45.0,40.0,3. Kat,Istanbul,Üsküdar,5500.0
Daire,2 + 1,101.0,2.0,17. Kat,Istanbul,Sarıyer,35000.0
Residence,1 + 1,88.0,2.0,Yüksek Giriş,Istanbul,Şişli,28000.0
Daire,1 + 1,85.0,10.0,Bahçe Katı,Istanbul,Şişli,14500.0
Daire,1 + 1,90.0,5.0,12. Kat,Istanbul,Esenyurt,10000.0
Daire,1 + 1,65.0,20.0,Ara Kat,Istanbul,Sarıyer,8000.0
Daire,2 + 1,90.0,30.0,4. Kat,Istanbul,Fatih,9500.0
Daire,2 + 1,95.0,29.0,3. Kat,Istanbul,Sarıyer,12500.0
Daire,3 + 1,130.0,35.0,4. Kat,Istanbul,Kadıköy,15000.0
Daire,4 + 1,170.0,30.0,Ara Kat,Istanbul,Bakırköy,30000.0
Daire,2 + 1,110.0,33.0,4. Kat,Istanbul,Bahçelievler,6500.0
Daire,3 + 1,115.0,20.0,2. Kat,Istanbul,Kartal,11500.0
Daire,2 + 1,130.0,30.0,Giriş Katı,Istanbul,Beykoz,12000.0
Residence,7 + 2,570.0,0.0,16. Kat,Istanbul,Beşiktaş,280000.0
Müstakil Ev,4 + 1,150.0,10.0,,Istanbul,Maltepe,15000.0
Daire,1 + 1,65.0,12.0,3. Kat,Istanbul,Şişli,10000.0
Daire,3 + 1,128.0,7.0,12. Kat,Istanbul,Sarıyer,40000.0
Daire,2 + 1,90.0,0.0,Kot 2,Istanbul,Kağıthane,12250.0
Daire,2 + 1,110.0,40.0,1. Kat,Istanbul,Beşiktaş,23000.0
Daire,2 + 1,85.0,35.0,Yarı Bodrum,Istanbul,Fatih,10000.0
Daire,2 + 1,85.0,12.0,1. Kat,Istanbul,Kartal,20000.0
Residence,1 + 1,60.0,10.0,5. Kat,Istanbul,Şişli,15000.0
Daire,3 + 1,180.0,25.0,2. Kat,Istanbul,Bakırköy,40000.0
Daire,2 + 1,100.0,36.0,1. Kat,Istanbul,Güngören,10500.0
Daire,1 + 1,70.0,50.0,Bahçe Katı,Istanbul,Beyoğlu,8500.0
Daire,2 + 1,80.0,30.0,4. Kat,Istanbul,Beyoğlu,8500.0
Daire,2 + 1,125.0,36.0,Bahçe Katı,Istanbul,Bakırköy,17500.0
Daire,2 + 1,100.0,31.0,1. Kat,Istanbul,Beşiktaş,22000.0
Daire,2 + 1,90.0,50.0,1. Kat,Istanbul,Beyoğlu,17000.0
Residence,1 + 1,70.0,14.0,2. Kat,Istanbul,Şişli,17500.0
Daire,3 + 1,180.0,27.0,6. Kat,Istanbul,Beşiktaş,150000.0
Residence,1 + 1,73.0,5.0,3. Kat,Istanbul,Beşiktaş,25000.0
Residence,1 + 1,90.0,4.0,Ara Kat,Istanbul,Esenyurt,30000.0
Daire,2 + 1,80.0,27.0,Bahçe Katı,Istanbul,Kağıthane,6750.0
Daire,3 + 1,125.0,21.0,3. Kat,Istanbul,Bahçelievler,10000.0
Daire,2 + 1,90.0,10.0,2. Kat,Istanbul,Şişli,10500.0
Daire,2 + 1,90.0,20.0,En Üst Kat,Istanbul,Şişli,12500.0
Daire,1 + 1,80.0,8.0,2. Kat,Istanbul,Esenyurt,10000.0
Daire,2 + 1,110.0,35.0,1. Kat,Istanbul,Bahçelievler,8000.0
Daire,2 + 1,70.0,0.0,Giriş Katı,Istanbul,Kağıthane,8500.0
Daire,3 + 1,150.0,15.0,2. Kat,Istanbul,Küçükçekmece,9150.0
Daire,2 + 1,95.0,40.0,5. Kat,Istanbul,Fatih,10000.0
Daire,2 + 1,80.0,22.0,2. Kat,Istanbul,Kağıthane,15000.0
Daire,2 + 1,116.0,0.0,1. Kat,Istanbul,Zeytinburnu,20000.0
Daire,2 + 1,100.0,26.0,3. Kat,Istanbul,Pendik,10000.0
Daire,2 + 1,80.0,35.0,Bahçe Katı,Istanbul,Beyoğlu,17000.0
Daire,1 + 1,55.0,40.0,Ara Kat,Istanbul,Üsküdar,16000.0
Daire,1 + 1,78.0,11.0,11. Kat,Istanbul,Gaziosmanpaşa,18500.0
Daire,2 + 1,85.0,40.0,Ara Kat,Istanbul,Üsküdar,12000.0
Residence,2 + 1,135.0,3.0,5. Kat,Istanbul,Bahçelievler,20000.0
Daire,3 + 1,120.0,22.0,1. Kat,Istanbul,Kağıthane,12000.0
Daire,2 + 1,110.0,25.0,Bahçe Katı,Istanbul,Bakırköy,18500.0
Daire,2 + 1,80.0,31.0,1. Kat,Istanbul,Sarıyer,24500.0
Daire,3 + 1,110.0,0.0,2. Kat,Istanbul,Fatih,17000.0
Daire,2 + 1,80.0,23.0,3. Kat,Istanbul,Beşiktaş,14000.0
Daire,2 + 1,105.0,0.0,7. Kat,Istanbul,Kağıthane,18000.0
Daire,2 + 0,76.0,60.0,Çatı Katı,Istanbul,Beyoğlu,13000.0
Daire,2 + 1,95.0,16.0,Kot 2,Istanbul,Şişli,12000.0
Daire,3 + 1,120.0,31.0,4. Kat,Istanbul,Kadıköy,18000.0
Villa,4 + 2,650.0,5.0,Bahçe Katı,Istanbul,Beykoz,100000.0
Daire,4 + 1,130.0,5.0,5. Kat,Istanbul,Eyüpsultan,13500.0
Daire,3 + 1,130.0,5.0,Ara Kat,Istanbul,Esenyurt,12750.0
Daire,1 + 1,65.0,4.0,1. Kat,Istanbul,Kağıthane,12500.0
Daire,3 + 1,120.0,27.0,1. Kat,Istanbul,Küçükçekmece,8000.0
Daire,3 + 1,120.0,37.0,5. Kat,Istanbul,Üsküdar,10000.0
Residence,3 + 1,190.0,5.0,21 ve üzeri,Istanbul,Başakşehir,30000.0
Villa,5 + 1,380.0,15.0,,Istanbul,Eyüpsultan,80000.0
Daire,2 + 1,80.0,5.0,Ara Kat,Istanbul,Beşiktaş,20000.0
Daire,3 + 1,180.0,16.0,7. Kat,Istanbul,Beylikdüzü,15000.0
Residence,1 + 1,60.0,5.0,10. Kat,Istanbul,Maltepe,15500.0
Daire,2 + 1,75.0,30.0,Ara Kat,Istanbul,Sarıyer,15000.0
Daire,3 + 1,130.0,16.0,3. Kat,Istanbul,Bahçelievler,9000.0
Daire,3 + 1,120.0,31.0,Kot 3,Istanbul,Bahçelievler,8500.0
Daire,4 + 1,150.0,32.0,3. Kat,Istanbul,Beşiktaş,23000.0
Müstakil Ev,8 + 3,340.0,30.0,,Istanbul,Fatih,50000.0
Daire,2 + 1,90.0,35.0,Ara Kat,Istanbul,Üsküdar,13000.0
Daire,1 + 1,45.0,35.0,1. Kat,Istanbul,Şişli,3000.0
Daire,6 + 1,300.0,4.0,9. Kat,Istanbul,Pendik,27500.0
Daire,2 + 1,100.0,40.0,3. Kat,Istanbul,Bahçelievler,8500.0
Daire,2 + 1,100.0,38.0,Bahçe Katı,Istanbul,Fatih,12000.0
Daire,2 + 1,100.0,23.0,1. Kat,Istanbul,Küçükçekmece,8000.0
Daire,2 + 1,110.0,2.0,6. Kat,Istanbul,Başakşehir,11500.0
Daire,4 + 1,220.0,15.0,Ara Kat,Istanbul,Bakırköy,65000.0
Daire,3 + 1,100.0,26.0,Giriş Katı,Istanbul,Üsküdar,18000.0
Daire,2 + 1,90.0,50.0,1. Kat,Istanbul,Beyoğlu,37000.0
Daire,1 + 1,70.0,11.0,Kot 1,Istanbul,Şişli,7250.0
Daire,3 + 1,125.0,32.0,2. Kat,Istanbul,Maltepe,10000.0
Daire,2 + 1,90.0,40.0,En Üst Kat,Istanbul,Bakırköy,9000.0
Daire,3 + 1,103.0,26.0,5. Kat,Istanbul,Şişli,27500.0
Daire,2 + 1,90.0,20.0,4. Kat,Istanbul,Şişli,10000.0
Daire,3 + 1,140.0,40.0,4. Kat,Istanbul,Kadıköy,38000.0
Daire,3 + 1,110.0,12.0,Kot 1,Istanbul,Şişli,9000.0
Daire,1 + 1,75.0,1.0,Bahçe Katı,Istanbul,Beylikdüzü,6000.0
Daire,4 + 2,175.0,12.0,En Üst Kat,Istanbul,Eyüpsultan,14500.0
Daire,4 + 1,130.0,11.0,2. Kat,Istanbul,Kağıthane,13500.0
Residence,1 + 1,80.0,9.0,19. Kat,Istanbul,Esenyurt,8500.0
Daire,4 + 1,200.0,30.0,Ara Kat,Istanbul,Kadıköy,30000.0
Daire,2 + 1,90.0,30.0,3. Kat,Istanbul,Küçükçekmece,7250.0
Daire,3 + 1,120.0,31.0,3. Kat,Istanbul,Beşiktaş,29950.0
Daire,2 + 1,133.0,4.0,13. Kat,Istanbul,Sancaktepe,20500.0
Daire,2 + 1,100.0,0.0,14. Kat,Istanbul,Ümraniye,22000.0
Daire,2 + 1,100.0,30.0,1. Kat,Istanbul,Şişli,22000.0
Daire,Stüdyo,50.0,1.0,3. Kat,Istanbul,Sarıyer,10000.0
Daire,2 + 1,80.0,7.0,8. Kat,Istanbul,Pendik,9500.0
Daire,3 + 1,120.0,34.0,4. Kat,Istanbul,Bahçelievler,10000.0
Daire,2 + 1,85.0,40.0,3. Kat,Istanbul,Beşiktaş,15750.0
Daire,2 + 1,90.0,0.0,3. Kat,Istanbul,Beşiktaş,25000.0
Daire,3 + 1,87.0,4.0,4. Kat,Istanbul,Şişli,32000.0
Daire,3 + 1,185.0,40.0,5. Kat,Istanbul,Şişli,34000.0
Daire,1 + 1,60.0,8.0,5. Kat,Istanbul,Çekmeköy,9000.0
Daire,2 + 1,100.0,30.0,3. Kat,Istanbul,Küçükçekmece,8000.0
Daire,2 + 1,110.0,28.0,Ara Kat,Istanbul,Beşiktaş,25000.0
Daire,2 + 1,80.0,40.0,4. Kat,Istanbul,Bahçelievler,7000.0
Daire,2 + 1,90.0,45.0,Yüksek Giriş,Istanbul,Beşiktaş,12000.0
